Region,District,Chiefdom,Section,wp name,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination,maint_con
South,Bonthe,Bum,madina,DEC school,borewell,Functional in use,Always water,Yes,School,School,No,Don't know,Submersible pump,never broken,Yes,School
South,Pujehun,Panga Kabonde,Lugoima Samba,SLMB Primary School,protec dug_well,Broken down,Seasonal,Yes,School,PAST,No,Yes,Hand pump,More than a year,No,other
South,Pujehun,Panga Kabonde,Sorgbeh Geima,Sorgbeh Geima,protec dug_well,Functional in use,Dry always / Never water,Yes,Community,Red Cross,Yes,Yes,Hand pump,I don't know,Yes,other
South,Pujehun,Pejeh(Futa peje,HELEBU,Helebu water point,borewell,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,never broken,No,WASH management committee
South,Bo,Bumpe Ngao,Balehun,Balehun Community hand pump,protec dug_well,Broken down,Seasonal,Yes,Community,NGO,Yes,No,Hand pump,Over a month,No,NGO
South,Bo,Bo Town,Gbonda Town Prip,Private water point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,Unknown,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bonthe,Bonthe Urban,nyadehun,nyadehun water point,unprotec dug_well,Functional in use,Seasonal,Yes,Community,Local council,Unknown,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Unkown,Local council
South,Bo,Komboya,Njala konborya,konborya water point,borewell,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,No,WASH management committee
South,Moyamba,Ribbi,mokorbu community,mokorbu community well 3,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No,other
South,Pujehun,Barri,Tambeyama Barri,Tambeyama Community water point,protec dug_well,Functional but damaged,Dry always / Never water,Yes,Community,Other community group,No,Yes,Hand pump,More than a year,No,other
South,Bo,Bo Town,water Street Coronation field,Polite Compound,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes,other
South,Pujehun,Soro Gbema,Jendema,Hand dug well,protec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Pujehun,Panga krim,Biayama,Biayama Health Centre waterpoint,protec dug_well,Functional in use,Always water,Yes,Health Facility,DFID,Yes,Don't know,Hand pump,Over a month,Yes,other
South,Bo,Bo Town,Moriba Town Sewa Road,Private water well,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Panga Kabonde,DANDABU,DANDABU WATER POINT,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes,WASH management committee
South,Bo,Bo Town,56 Lappia Street Batiema Layout,Memohlar water Point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Valunia,Baomahun,Kannie Bore Road Water Point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a week,Yes,other
South,Bo,Bo Town,Bangile Street Kandeh Town,No Name Private Individual,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Panga Kabonde,Gbondapi,Gbondapi,protec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No,other
South,Pujehun,Barri,Boma,Boma,protec dug_well,Broken down,Always water,Yes,Community,No management,No,No,Hand pump,More than a year,No,No management
South,Bo,Bo Town,New Koribondo Highway,Water well,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,Unknown,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes,other
South,Bo,Bo Town,5 Pelebulor Street Kulansa Town,No Name Private Individual,unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Bo,Bo Town,78 Martru road new London,78 Martru road new London,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Malen,SAHN MALEN,Sahn malen community water point,protec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,61 Martru road New London,61 Martru road New London,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Pujehun,Malen,Sahn town,Sahn town,protec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Pujehun,Galliness Perri,Kowama,Kowama MCHP,protec dug_well,Functional in use,Seasonal,Yes,Health Facility,PACE,Yes,No,Hand pump,Over a month,Yes,other
South,Bo,Kakua,Duvuibu,22 Kpulun Street Water Point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",Over a week,Yes,other
South,Bonthe,Bum,Grima,Grima community,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Don't know,Hand pump,Over a month,No,WASH management committee
South,Pujehun,Makpele,Zimmi,Al-qudus Islamic Secondary,protec dug_well,Functional in use,Always water,Yes,School,School,No,No,Hand pump,Over a month,Yes,School
South,Moyamba,Bumpeh,Rotofunk city road,city road community well,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,Unknown,No,Hand pump,I don't know,Yes,other
South,Pujehun,Panga Kabonde,Yonni,Yonni Community water point,unprotec dug_well,Functional in use,Dry always / Never water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Barri,Tambayiama Barri,MCHP WATER POINT,protec dug_well,Functional in use,Seasonal,Yes,Health Facility,Health Facility,Yes,Yes,Hand pump,never broken,No,Health Facility
South,Pujehun,Malen,SAHN TOWN,Tangehun Community water point,protec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,15 Nikibu Section,No Name Private individual,unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Pujehun,Malen,SAHN TOWN,TANGEHUN COMMUNITY WATER POINT,protec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Galliness Perri,Bo Perri,PDC PRIMARY SCHOOL water point,protec dug_well,Functional in use,Always water,Yes,School,School,Yes,Yes,Hand pump,never broken,No,School
South,Pujehun,Soro Gbema,Fanima Soro,Fanima Hand dug well,protec dug_well,Broken down,Seasonal,Yes,Community,No management,No,No,Hand pump,I don't know,No,No management
South,Moyamba,Upper Banta,wonde,wonde,borewell,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,Unkown,WASH management committee
South,Bo,Bo Town,Dr Margai Street,Private Water Point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,17 Abu Street Kandeh Town,No Name Private Individual,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Soro Gbema,Sulima,Hand Dug Well,protec dug_well,Broken down,Seasonal,Yes,Community,No management,No,No,Hand pump,Over a month,Yes,No management
South,Pujehun,Barri,Potoru Town,Potoru Town Community water Point,protec dug_well,Broken down,Seasonal,Yes,Community,Other Institution,No,Yes,Hand pump,Over a month,No,Other Institution
South,Pujehun,Makpele,Sembehun koi,Kamala,protec dug_well,Functional but damaged,Seasonal,Yes,Community,Uknown,No,No,Hand pump,More than a year,No,Uknown
South,Pujehun,Soro Gbema,Jendema,Local Well,unprotec dug_well,Functional in use,Seasonal,No,Other Institution,No management,No,No,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No,No management
South,Pujehun,Sowa,Upper  Komendi,Upper  Komendi  Water Point,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes,WASH management committee
South,Bo,Bo Town,10 Forth Street,10 Forth Street,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Less than a week,Yes,other
South,Moyamba,Kaiyamba,Moyamba town,Water Directorate office well,protec dug_well,Functional in use,Seasonal,Yes,Other Institution,WASH management committee,Yes,Yes,Hand pump,Over a week,Yes,WASH management committee
South,Moyamba,Ribbi,Mkorbu,EMPS Pri. Sch.,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Less than a week,Yes,WASH management committee
South,Pujehun,Barri,Kornia,Kornia borehole,borewell,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,No,WASH management committee
South,Moyamba,Ribbi,Rowal,Evangelical Model Primary School,protec dug_well,under rehabilitation,Always water,No,School,School,Yes,Yes,Hand pump,I don't know,Yes,School
South,Bonthe,Jong,Semabu village,Semabu villgae community well,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,No,other
South,Moyamba,Kaiyamba,Moyamba town,MDC water well,protec dug_well,Functional in use,Seasonal,Yes,Other Institution,MDC/Rural water,Yes,Yes,Hand pump,Over a month,Yes,other
South,Pujehun,Sowa,Lowuma Sowa,Lowuma water point,protec dug_well,Broken down,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,Yes,WASH management committee
South,Bo,Bo Town,Kokowodo Street,Private water Point,unprotec dug_well,Functional in use,Always water,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Bonthe,Jong,Mattru town,N.I.N primary school water point,protec dug_well,Broken down,Always water,No,School,School,No,No,Hand pump,More than a year,No,School
South,Bo,Bo Town,DidoStreet Shellmingo,Omaru Water Well,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,Unknown,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes,other
South,Bo,Bo Town,west street coronation field,Jabbie compound,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes,other
South,Pujehun,Sowa,Bandajuma,R C Primary school water point,protec dug_well,Functional but damaged,Dry always / Never water,Yes,School,WASH management committee,No,Yes,Hand pump,More than a year,Yes,WASH management committee
South,Bo,Valunia,Monghere,Monghere water point,unprotec dug_well,Functional NOT in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a week,No,other
South,Bo,Bo Town,37 Bamber Road,Private water point,unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,Unknown,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,59 Mahei Boima Road,Private water point,unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,Unknown,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,14 John Street Kandeh Town,No Name Private individual,unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No,other
South,Bonthe,Bonthe Urban,Gbongboma,Emas pump,borewell,Functional in use,Always water,Yes,Private Individual,Privat owner,Yes,Don't know,,,,other
South,Pujehun,Malen,Sahn town,Sahn town,protec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No,other
South,Bonthe,Bonthe Urban,Gbongboma,Emas pump,borewell,Functional in use,Always water,Yes,Private Individual,Privat owner,Yes,Don't know,,,,other
South,Bonthe,Jong,Kortumahun Village,Kortumahun Community Pump,protec dug_well,Functional but damaged,Always water,Yes,Community,No management,No,No,Hand pump,More than a year,Yes,No management
South,Pujehun,Panga Kabonde,Gbondapi Town,Bangura-la Community water point,protec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,Bameh Street Kandeh Town,No Name Private Individual,borewell,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,Hand pump,never broken,Yes,other
South,Moyamba,Ribbi,motaro community,motaro community well,protec dug_well,Functional in use,Always water,Yes,School,School,Unknown,No,Hand pump,I don't know,Unkown,School
South,Pujehun,Malen,Labbie,Lebbie water point,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Less than a week,Yes,WASH management committee
South,Bo,Tikonko,Torwama,Private  Individual,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Moyamba,Kaiyamba,Moyamba town,Johnson compound well. Yoyema road,protec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,8  Victory Street  Kandeh Town,No Name Private Individual,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Bo,Bo Town,Kaindaneh Lane,Kaindaneh Water Well,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Moyamba,Ribbi,Matonkoh village,Evangelical model primary school well,protec dug_well,Functional but damaged,Seasonal,Yes,School,WASH management committee,Yes,No,Hand pump,More than a year,Yes,WASH management committee
South,Pujehun,Panga Kabonde,Kporbu,Kporbu water Point,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,Yes,Hand pump,Over a month,Yes,other
South,Moyamba,Ribbi,mokorbu village,mokorbu community well 2,protec dug_well,Functional but damaged,Always water,No,Community,Other community group,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No,other
South,Moyamba,Fakunya,Mammy Yoko,plan water well,borewell,Functional in use,Seasonal,Yes,Community,Local council,No,No,Hand pump,More than a year,No,Local council
South,Bo,Bo Town,1 Pine Street,1 Pine Street,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Galliness Perri,Yatta-baoma,Community water point,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,Yes,Yes,Hand pump,never broken,No,other
South,Moyamba,Ribbi,Mokorbu,EMPS,protec dug_well,Functional in use,Seasonal,Yes,School,WASH management committee,Yes,No,Hand pump,Over a month,Yes,WASH management committee
South,Bonthe,Jong,Semabu village,R.C primary school semabu water point,protec dug_well,Broken down,Seasonal,Yes,School,School,Yes,No,Hand pump,More than a year,No,School
South,Bo,Bo Town,Sambo Street,Private water point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,20 Journest Street,Community water point,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,Yes,WASH management committee
South,Pujehun,Soro Gbema,Fabaina,Hand Dug Well,protec dug_well,Broken down,Seasonal,Yes,Community,No management,No,No,Hand pump,I don't know,No,No management
South,Moyamba,Lower Banta,Largoh old town,Iracord water well,borewell,Functional NOT in use,Seasonal,No,School,NGO,No,No,Hand pump,Over a month,Unkown,NGO
South,Pujehun,Barri,Sahun Barry,NIM Primary School,protec dug_well,Broken down,Seasonal,Yes,School,School,Yes,Yes,Hand pump,More than a year,No,School
South,Pujehun,Barri,Waima,Waima hand dug well,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,No,WASH management committee
South,Bo,Bo Town,Fonnah Street Niagboima,Iye Govie water point,protec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,Second Street Niagboima,No Name private individual,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Tikonko,Boborbu community,Bono community pump,protec dug_well,Functional but damaged,Always water,Yes,SALWACO,SALWACO,No,No,Hand pump,Over a month,No,SALWACO
South,Pujehun,Barri,Barry Yuarbu,Yuarbu Community water point,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,never broken,No,other
South,Bo,Tikonko,Torwama  Community,19 TorwamaCommunity,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Valunia,Baomahun,Baomahun Community water point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Less than a week,Yes,other
South,Pujehun,Barri,Kundowahun,Kundowahun community water point,protec dug_well,Broken down,Always water,Yes,Community,Other community group,Yes,Yes,Hand pump,More than a year,No,other
South,Pujehun,Pejeh(Futa peje,Bumbeh,R C Primary school Bumbeh,protec dug_well,Functional in use,Always water,Yes,School,School,Yes,Yes,Hand pump,never broken,Yes,School
South,Bo,Bo Town,Old Koribondo Road Shellmingo,Agnes Foray Water Well,unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,Unknown,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Unkown,other
South,Pujehun,Barri,Kornia,Kornia,borewell,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,Yes,WASH management committee
South,Bo,Bo Town,Bindi Lain Coronation Field,More Mannah water point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Bo,Bo Town,Sukutaber Street,Private water point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,Unknown,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Malen,Talia Malen,Talia Community water point,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,never broken,Yes,other
South,Pujehun,Panga Kabonde,Gbondapi Town,Marine Times Administration Water point,protec dug_well,Functional in use,Always water,Yes,Other Institution,No management,Yes,Yes,Hand pump,never broken,Yes,No management
South,Bo,Kakua,Duvuibu Extension,"11 Samuel Villa Street To The Street, Water Point",unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,No,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",Over a week,Yes,other
South,Pujehun,Barri,Beveehun Barri,Beveehun Barri Community water point,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,never broken,No,other
South,Bo,Bo Town,10 Victory Street Kandeh Town,More Jalloh,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,37 Gbangawa Street,Private water point,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Pujehun,Makpele,Gissiwulo,Gissiwilo Community,protec dug_well,Functional in use,Seasonal,No,Community,Other community group,No,No,Hand pump,Over a week,No,other
South,Bo,Bumpe Ngao,Kpetema,Kpetema Community Pump,protec dug_well,Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,I don't know,No,WASH management committee
South,Bo,Bo Town,8 Pessima Street,Private water point,unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Bo,Niawa Lenga,Nengbema,Njala Komboya Road water point,borewell,Functional in use,Seasonal,Yes,Community,Community,No,No,Hand pump,Over a week,Yes,Community
South,Pujehun,Galliness Perri,Bumpe,Bumpe C.H.C,borewell,Functional in use,Always water,Yes,Health Facility,null,No,Yes,Submersible pump,never broken,Yes,other
South,Pujehun,Kpaka,Liyawo Kpaka,Liyawo Community,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,Yes,other
South,Bo,Bo Town,56 Doctor Wusu Sannoh Street Kandeh Town,No Name Private Individual,unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Less than a week,Yes,other
South,Bo,Tikonko,Torwama,private water point,protec dug_well,Functional in use,Dry always / Never water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,20 Targabay Street,Private water point,borewell,Broken down,Dry always / Never water,No,Community,Other community group,Unknown,No,Hand pump,More than a year,No,other
South,Bo,Bo Town,22  Jengo Street Kulanda Town,No Name Private Individual,unprotec dug_well,Functional in use,Dry always / Never water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Barri,Kudowahun,Kudowahun,borewell,Functional in use,Always water,Yes,Community,NGO,Yes,Yes,Hand pump,Over a month,No,NGO
South,Bonthe,Jong,Mattru,Mowagor Road-Water Point,public tap/kiosk,Functional in use,Seasonal,Yes,Community,Other community group,Yes,Don't know,Hand pump,I don't know,,other
South,Bo,Valunia,Monghere,Monghere community water point,borewell,Functional in use,Always water,Yes,Community,Other community group,No,No,Hand pump,Over a month,No,other
South,Bo,Bo Town,Aminata Street,Private water point,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Bo,Bo Town,Kpaka Street,Private water Point,borewell,Functional in use,Always water,Yes,Community,Other community group,No,No,Hand pump,never broken,Yes,other
South,Bo,Bo Town,Njagboi Street,Private Water point,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Makpele,Manjama,Manjama Community,protec dug_well,Functional but damaged,Seasonal,Yes,Community,No management,No,No,Hand pump,Over a week,No,No management
South,Pujehun,Barri,Potoru Town,New Life Primary school Potoru Town,protec dug_well,Functional in use,Seasonal,Yes,School,WASH management committee,Yes,Don't know,Hand pump,Over a month,No,WASH management committee
South,Bo,Bo Town,Bameh Street Kandeh Town,No Name Private Individual,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Pujehun,Malen,Bendu Malen,UMC primary School water point,protec dug_well,Functional in use,Seasonal,Yes,School,School,No,Yes,Hand pump,never broken,Yes,School
South,Bo,Bo Town,Aruna Street Kandeh Town,No  Name Private Individual,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bo,Bo Town,82 Martru road new London,82 Martru road new London,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
South,Pujehun,Malen,Jorborhun,Jorborhun malen water point,protec dug_well,Functional but damaged,Seasonal,Yes,Community,Other community group,No,Yes,Hand pump,Over a month,Yes,other
South,Pujehun,Malen,Gadonhun Malen,Gadonhun Malen,borewell,Broken down,Dry always / Never water,No,Community,No management,No,Yes,Hand pump,Over a month,No,No management
South,Bo,Bo Town,west street coronation field,No 8 west street Coronation field,unprotec dug_well,Functional but damaged,Seasonal,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No,other
South,Bo,Tikonko,8 Second William street Torwama,8Second William street Torwama,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
South,Bonthe,Imperri,Yargoi,Yargoi new town water point,unprotec dug_well,Functional in use,Always water,Yes,School,WASH management committee,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,No,WASH management committee
South,Pujehun,Barri,Potoru Town,Potoru Community water point,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
South,Moyamba,Upper Banta,Ngolala,mallory jansen high school,borewell,Functional in use,Always water,Yes,School,School,Unknown,No,Hand pump,Over a month,Unkown,School
South,Pujehun,Malen,Sengama Malen,Sengama Malen,borewell,Functional in use,Always water,Yes,Community,Community itself,Yes,No,Hand pump,Over a month,No,Community
South,Pujehun,Malen,Hungary Malen,Hungary Malen,protec dug_well,Functional in use,Seasonal,Yes,Community,Uknown,Yes,No,Hand pump,More than a year,No,Uknown
South,Pujehun,Sowa,Bellor Sowa,Bellor Sowa,protec dug_well,Functional in use,Seasonal,Yes,Community,Community,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes,Community
South,Pujehun,Mono Sakrim,Gbomukor,Gbomukor community hand pump,borewell,Broken down,Always water,Yes,Community,No management,Yes,No,Hand pump,More than a year,No,No management
South,Moyamba,Ribbi,Bradford,Alex Koroma Memorial Sec. Sch.,protec dug_well,Functional in use,Seasonal,Yes,School,School,Unknown,No,Hand pump,Over a month,Yes,School
South,Bo,Valunia,Mandu,madina community water  point,public tap/kiosk,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Gravity,Over a week,,other
South,Pujehun,Malen,Sinjo Malen,Sinjo Malen,unprotec dug_well,Functional NOT in use,Seasonal,No,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No,other
South,Bo,Bagbwe(Bagbe),konjodoma,konjodoma water point,borewell,Functional in use,Always water,Yes,Community,Other community group,No,No,Hand pump,never broken,No,other
South,Bonthe,Bonthe Urban,nyadahun,nyadahun water point,borewell,Functional in use,Always water,Yes,Private Individual,Privat owner,Yes,Don't know,Hand pump,never broken,Yes,other
South,Bo,Bo Town,5 Sukutamer Street,Private water point,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,No,other
South,Bonthe,Imperri,Keiga,Keiga Community Pump,unprotec dug_well,Functional NOT in use,Always water,Yes,Community,World Vision,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes,other
South,Pujehun,Malen,Mallay,New  Life Primary  school  Mallay,protec dug_well,Functional in use,Always water,Yes,School,No management,Yes,Yes,Hand pump,Over a month,Yes,No management
